MachineKey,StoreKey,MachineType,MachineName,MachineDescription,VendorName,MachineOS,MachineSource,MachineHardware,MachineSoftware,Status,ServiceStartDate,DecommissionDate,LastModifiedDate
4568,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-06 00:00:00.000,2009-07-06 00:00:00.000
4569,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-06 00:00:00.000,2009-07-06 00:00:00.000
4570,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-06 00:00:00.000,2009-07-06 00:00:00.000
4571,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4572,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4573,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4574,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4575,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4576,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4577,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4578,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4579,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4580,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4581,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4582,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4583,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4584,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4585,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4586,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4587,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4588,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4589,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-07-10 00:00:00.000
4590,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
4591,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4592,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
4593,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4594,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
4595,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4596,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4597,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4598,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4599,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
4600,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4601,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4602,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4603,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4604,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
4605,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4606,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4607,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
4608,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-06 00:00:00.000
4609,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-07-06 00:00:00.000
4610,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
4611,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-06 00:00:00.000
4612,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
4613,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-06 00:00:00.000
4614,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-07-10 00:00:00.000
4615,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
4616,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4617,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
4618,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4619,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-07-10 00:00:00.000
4620,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
4621,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4622,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
4623,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4624,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-07-10 00:00:00.000
4625,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
4626,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4627,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
4628,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
4629,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
4630,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4631,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4632,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4633,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4634,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
4635,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4636,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4637,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4638,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4639,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
4640,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4641,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
4642,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
4643,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-10 00:00:00.000,2009-07-10 00:00:00.000
4644,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-06 00:00:00.000,2009-07-06 00:00:00.000
4645,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-06 00:00:00.000,2009-07-06 00:00:00.000
4646,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-06 00:00:00.000,2009-07-06 00:00:00.000
4647,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-06 00:00:00.000,2009-07-06 00:00:00.000
4648,200,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Catalog Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-10-26 00:00:00.000,2012-07-06 00:00:00.000,2009-07-06 00:00:00.000
