ITSLAkey,DateKey,StoreKey,MachineKey,OutageKey,OutageStartTime,OutageEndTime,DownTime
2663,2009-06-09,12,117,446,2009-06-09 01:07:00,2009-06-09 01:31:00,24
2664,2009-03-13,9,89,318,2009-03-13 04:33:00,2009-03-13 05:11:00,38
2665,2009-12-15,20,194,579,2009-12-15 04:15:00,2009-12-15 10:22:00,367
2666,2009-06-19,105,731,404,2009-06-19 10:12:00,2009-06-19 10:49:00,37
2667,2009-08-07,302,2304,536,2009-08-07 11:15:00,2009-08-07 11:18:00,3
2668,2009-03-31,54,2398,326,2009-03-31 04:06:00,2009-03-31 04:56:00,50
2669,2009-09-23,300,2663,303,2009-09-23 06:54:00,2009-09-23 07:34:00,40
2670,2009-11-05,245,2160,483,2009-11-05 00:15:00,2009-11-05 00:59:00,44
2671,2009-12-01,72,403,426,2009-12-01 20:21:00,2009-12-01 20:53:00,32
2672,2009-07-01,298,1940,415,2009-07-01 01:34:00,2009-07-01 01:35:00,1
2673,2009-12-10,62,2719,534,2009-12-10 08:35:00,2009-12-10 08:40:00,5
2674,2009-10-21,184,1507,482,2009-10-21 01:47:00,2009-10-21 01:59:00,12
2675,2009-01-28,111,771,564,2009-01-28 20:55:00,2009-01-28 21:00:00,5
2676,2009-09-10,33,323,309,2009-09-10 13:55:00,2009-09-10 14:26:00,31
2677,2009-04-26,153,1195,514,2009-04-26 14:26:00,2009-04-26 15:16:00,50
2678,2009-03-04,158,1249,503,2009-03-04 04:24:00,2009-03-04 05:10:00,46
2679,2009-11-14,55,2409,560,2009-11-14 11:07:00,2009-11-14 11:12:00,5
2680,2009-05-25,209,1685,545,2009-05-25 14:54:00,2009-05-25 15:49:00,55
2681,2009-08-06,193,1595,489,2009-08-06 07:49:00,2009-08-06 08:38:00,49
2682,2009-07-19,185,1516,576,2009-07-19 15:39:00,2009-07-20 01:56:00,617
2683,2009-05-27,198,1650,553,2009-05-27 08:53:00,2009-05-27 09:00:00,7
2684,2009-05-13,91,596,348,2009-05-13 14:58:00,2009-05-13 15:03:00,5
2685,2009-07-26,112,786,463,2009-07-26 13:49:00,2009-07-26 14:14:00,25
2686,2009-08-28,164,1314,577,2009-08-28 11:54:00,2009-08-29 05:54:00,1080
2687,2009-04-15,25,250,543,2009-04-15 01:43:00,2009-04-15 02:41:00,58
2688,2009-04-15,138,1045,360,2009-04-15 06:54:00,2009-04-15 07:21:00,27
2689,2009-02-16,166,1330,472,2009-02-16 05:41:00,2009-02-16 06:26:00,45
2690,2009-01-12,76,450,416,2009-01-12 04:17:00,2009-01-12 04:42:00,25
2691,2009-11-27,197,1642,303,2009-11-27 20:14:00,2009-11-27 20:22:00,8
2692,2009-04-21,189,1556,329,2009-04-21 05:08:00,2009-04-21 05:35:00,27
2693,2009-11-15,13,122,561,2009-11-15 04:29:00,2009-11-15 04:40:00,11
2694,2009-11-24,236,2147,353,2009-11-24 19:24:00,2009-11-24 20:01:00,37
2695,2009-03-28,157,1240,491,2009-03-28 01:40:00,2009-03-28 02:30:00,50
2696,2009-01-02,104,718,323,2009-01-02 08:29:00,2009-01-02 09:09:00,40
2697,2009-06-26,215,1710,560,2009-06-26 18:12:00,2009-06-26 19:02:00,50
2698,2009-03-29,137,1036,390,2009-03-29 07:56:00,2009-03-29 08:48:00,52
2699,2009-08-21,87,554,350,2009-08-21 05:45:00,2009-08-21 06:00:00,15
2700,2009-12-15,9,84,314,2009-12-15 03:02:00,2009-12-15 03:21:00,19
2701,2009-02-28,20,193,301,2009-02-28 12:37:00,2009-02-28 13:07:00,30
2702,2009-02-08,169,1362,547,2009-02-08 17:12:00,2009-02-08 17:38:00,26
2703,2009-07-06,43,2016,334,2009-07-06 11:18:00,2009-07-06 11:36:00,18
2704,2009-02-18,43,2015,546,2009-02-18 18:21:00,2009-02-18 19:03:00,42
2705,2009-08-07,34,336,567,2009-08-07 10:49:00,2009-08-07 11:39:00,50
2706,2009-10-16,183,1497,342,2009-10-16 17:30:00,2009-10-16 17:49:00,19
2707,2009-03-01,146,1132,594,2009-03-01 19:30:00,2009-03-02 14:15:00,1125
2708,2009-10-15,70,2057,371,2009-10-15 12:56:00,2009-10-15 13:24:00,28
2709,2009-07-04,31,307,323,2009-07-04 06:27:00,2009-07-04 07:14:00,47
2710,2009-12-07,215,1710,345,2009-12-07 03:14:00,2009-12-07 03:37:00,23
2711,2009-06-29,232,2479,562,2009-06-29 17:24:00,2009-06-29 17:25:00,1
2712,2009-08-19,151,1178,559,2009-08-19 02:25:00,2009-08-19 02:52:00,27
2713,2009-12-02,191,1579,580,2009-12-02 00:13:00,2009-12-02 15:29:00,916
2714,2009-09-06,35,2314,330,2009-09-06 03:38:00,2009-09-06 04:07:00,29
2715,2009-06-12,52,2379,321,2009-06-12 12:36:00,2009-06-12 12:45:00,9
2716,2009-08-05,130,970,385,2009-08-05 07:14:00,2009-08-05 08:11:00,57
2717,2009-05-25,125,914,489,2009-05-25 17:39:00,2009-05-25 17:42:00,3
2718,2009-01-27,34,337,541,2009-01-27 19:56:00,2009-01-27 20:27:00,31
2719,2009-07-17,291,1915,548,2009-07-17 18:42:00,2009-07-17 19:00:00,18
2720,2009-03-16,8,74,476,2009-03-16 02:54:00,2009-03-16 03:41:00,47
2721,2009-06-27,302,2300,346,2009-06-27 10:06:00,2009-06-27 10:42:00,36
2722,2009-09-01,48,2338,333,2009-09-01 03:01:00,2009-09-01 03:50:00,49
2723,2009-12-09,132,992,559,2009-12-09 01:32:00,2009-12-09 02:00:00,28
2724,2009-11-16,72,406,441,2009-11-16 07:50:00,2009-11-16 08:18:00,28
2725,2009-01-13,100,674,380,2009-01-13 10:13:00,2009-01-13 10:16:00,3
2726,2009-11-11,195,1619,490,2009-11-11 05:48:00,2009-11-11 06:20:00,32
2727,2009-09-10,23,232,386,2009-09-10 00:58:00,2009-09-10 01:40:00,42
2728,2009-03-05,219,2783,502,2009-03-05 10:28:00,2009-03-05 10:49:00,21
2729,2009-08-09,178,1446,368,2009-08-09 12:48:00,2009-08-09 13:25:00,37
2730,2009-12-12,64,2741,577,2009-12-12 00:51:00,2009-12-12 06:53:00,362
2731,2009-11-25,128,943,425,2009-11-25 11:55:00,2009-11-25 12:36:00,41
2732,2009-09-02,75,442,326,2009-09-02 19:49:00,2009-09-02 20:24:00,35
2733,2009-11-22,97,650,501,2009-11-22 02:50:00,2009-11-22 03:14:00,24
2734,2009-07-12,33,329,573,2009-07-12 13:07:00,2009-07-13 09:14:00,1207
2735,2009-02-20,268,1834,409,2009-02-20 02:42:00,2009-02-20 03:33:00,51
2736,2009-06-14,236,2149,300,2009-06-14 19:57:00,2009-06-14 20:44:00,47
2737,2009-09-08,183,1500,459,2009-09-08 04:22:00,2009-09-08 04:53:00,31
2738,2009-07-08,285,2251,462,2009-07-08 13:34:00,2009-07-08 14:32:00,58
2739,2009-11-15,103,710,320,2009-11-15 11:20:00,2009-11-15 12:06:00,46
2740,2009-03-17,282,1863,397,2009-03-17 04:31:00,2009-03-17 05:30:00,59
2741,2009-10-26,177,1440,366,2009-10-26 06:30:00,2009-10-26 07:11:00,41
2742,2009-10-11,290,1908,594,2009-10-11 17:44:00,2009-10-12 03:25:00,581
2743,2009-05-12,31,303,548,2009-05-12 02:15:00,2009-05-12 02:46:00,31
2744,2009-06-22,283,1866,388,2009-06-22 16:05:00,2009-06-22 16:41:00,36
2745,2009-05-30,123,897,482,2009-05-30 09:12:00,2009-05-30 09:20:00,8
2746,2009-03-15,34,333,563,2009-03-15 16:43:00,2009-03-15 17:02:00,19
2747,2009-01-14,129,961,454,2009-01-14 05:41:00,2009-01-14 06:19:00,38
2748,2009-09-12,176,1433,551,2009-09-12 17:33:00,2009-09-12 18:27:00,54
2749,2009-01-04,110,769,549,2009-01-04 17:41:00,2009-01-04 17:47:00,6
2750,2009-01-21,288,2257,320,2009-01-21 16:20:00,2009-01-21 16:35:00,15
2751,2009-03-18,131,981,527,2009-03-18 04:07:00,2009-03-18 04:11:00,4
2752,2009-07-26,8,74,586,2009-07-26 19:55:00,2009-07-27 03:16:00,441
2753,2009-05-16,59,2692,455,2009-05-16 16:35:00,2009-05-16 17:13:00,38
2754,2009-03-16,92,608,478,2009-03-16 07:57:00,2009-03-16 08:19:00,22
2755,2009-11-03,4,37,469,2009-11-03 00:54:00,2009-11-03 01:46:00,52
2756,2009-02-17,81,502,573,2009-02-17 00:59:00,2009-02-17 20:50:00,1191
2757,2009-02-06,165,1317,390,2009-02-06 03:16:00,2009-02-06 03:21:00,5
2758,2009-03-11,120,867,481,2009-03-11 12:56:00,2009-03-11 13:07:00,11
2759,2009-02-10,93,2077,513,2009-02-10 05:15:00,2009-02-10 05:41:00,26
2760,2009-02-05,221,2439,411,2009-02-05 11:41:00,2009-02-05 12:04:00,23
2761,2009-09-18,35,2315,452,2009-09-18 07:03:00,2009-09-18 08:01:00,58
2762,2009-12-14,227,1758,311,2009-12-14 02:49:00,2009-12-14 03:01:00,12
2763,2009-02-08,173,1399,520,2009-02-08 07:56:00,2009-02-08 08:25:00,29
2764,2009-04-17,243,2824,497,2009-04-17 17:49:00,2009-04-17 18:07:00,18
2765,2009-12-17,9,87,378,2009-12-17 06:01:00,2009-12-17 06:20:00,19
2766,2009-04-27,202,2079,554,2009-04-27 03:43:00,2009-04-27 04:28:00,45
2767,2009-10-21,215,1702,483,2009-10-21 02:51:00,2009-10-21 03:33:00,42
2768,2009-02-01,113,796,352,2009-02-01 02:48:00,2009-02-01 02:55:00,7
2769,2009-08-17,108,743,325,2009-08-17 06:34:00,2009-08-17 06:48:00,14
2770,2009-11-22,120,868,408,2009-11-22 07:26:00,2009-11-22 08:03:00,37
2771,2009-05-21,2,15,365,2009-05-21 00:48:00,2009-05-21 01:15:00,27
2772,2009-04-28,122,891,465,2009-04-28 13:20:00,2009-04-28 14:04:00,44
2773,2009-06-22,52,2379,452,2009-06-22 17:36:00,2009-06-22 18:06:00,30
2774,2009-05-26,78,471,323,2009-05-26 00:29:00,2009-05-26 01:07:00,38
2775,2009-01-29,84,523,437,2009-01-29 03:56:00,2009-01-29 04:08:00,12
2776,2009-08-20,303,2670,422,2009-08-20 02:41:00,2009-08-20 03:34:00,53
2777,2009-01-02,269,2576,342,2009-01-02 15:02:00,2009-01-02 15:40:00,38
2778,2009-05-10,117,842,420,2009-05-10 20:58:00,2009-05-10 21:22:00,24
2779,2009-10-11,100,676,532,2009-10-11 18:16:00,2009-10-11 19:00:00,44
2780,2009-07-28,302,2299,355,2009-07-28 01:03:00,2009-07-28 01:24:00,21
2781,2009-04-10,283,1870,333,2009-04-10 00:52:00,2009-04-10 00:57:00,5
2782,2009-07-01,47,2329,406,2009-07-01 02:07:00,2009-07-01 03:03:00,56
2783,2009-12-06,201,1664,545,2009-12-06 18:11:00,2009-12-06 19:08:00,57
2784,2009-06-12,77,460,411,2009-06-12 18:31:00,2009-06-12 18:41:00,10
2785,2009-04-06,181,1477,422,2009-04-06 15:20:00,2009-04-06 15:44:00,24
2786,2009-01-19,120,869,463,2009-01-19 14:18:00,2009-01-19 15:03:00,45
2787,2009-02-28,167,1344,548,2009-02-28 17:46:00,2009-02-28 18:28:00,42
2788,2009-03-21,182,1491,461,2009-03-21 03:11:00,2009-03-21 03:54:00,43
2789,2009-02-07,117,838,449,2009-02-07 02:32:00,2009-02-07 03:21:00,49
2790,2009-09-29,265,2563,368,2009-09-29 07:24:00,2009-09-29 07:50:00,26
2791,2009-02-17,208,2434,327,2009-02-17 12:08:00,2009-02-17 12:16:00,8
2792,2009-12-20,62,2727,551,2009-12-20 09:35:00,2009-12-20 10:04:00,29
2793,2009-05-15,77,453,320,2009-05-15 10:11:00,2009-05-15 10:38:00,27
2794,2009-07-10,208,2434,552,2009-07-10 20:34:00,2009-07-10 21:28:00,54
2795,2009-03-20,112,790,401,2009-03-20 05:35:00,2009-03-20 05:55:00,20
2796,2009-05-20,37,1967,428,2009-05-20 17:59:00,2009-05-20 18:15:00,16
2797,2009-09-26,53,2393,312,2009-09-26 20:43:00,2009-09-26 21:38:00,55
2798,2009-06-17,120,866,385,2009-06-17 07:31:00,2009-06-17 08:07:00,36
2799,2009-12-04,218,1721,426,2009-12-04 10:21:00,2009-12-04 11:17:00,56
2800,2009-07-29,233,1784,512,2009-07-29 11:25:00,2009-07-29 12:19:00,54
2801,2009-05-04,236,2151,576,2009-05-04 04:59:00,2009-05-05 04:50:00,1431
2802,2009-04-05,289,2641,430,2009-04-05 06:12:00,2009-04-05 06:37:00,25
2803,2009-03-13,252,2514,568,2009-03-13 00:27:00,2009-03-13 01:04:00,37
2804,2009-09-22,10,98,347,2009-09-22 11:53:00,2009-09-22 12:05:00,12
2805,2009-08-30,27,270,467,2009-08-30 01:24:00,2009-08-30 02:20:00,56
2806,2009-02-28,131,974,551,2009-02-28 15:55:00,2009-02-28 16:14:00,19
2807,2009-08-30,134,1012,366,2009-08-30 05:45:00,2009-08-30 06:10:00,25
2808,2009-03-05,193,1598,308,2009-03-05 09:48:00,2009-03-05 09:58:00,10
2809,2009-01-31,185,1521,376,2009-01-31 15:47:00,2009-01-31 15:54:00,7
2810,2009-06-23,48,2342,408,2009-06-23 12:50:00,2009-06-23 13:16:00,26
2811,2009-08-17,263,2219,477,2009-08-17 20:47:00,2009-08-17 21:18:00,31
2812,2009-03-06,232,2476,381,2009-03-06 17:25:00,2009-03-06 18:13:00,48
2813,2009-05-02,43,2013,408,2009-05-02 03:52:00,2009-05-02 03:53:00,1
2814,2009-07-18,147,1136,445,2009-07-18 11:30:00,2009-07-18 11:48:00,18
2815,2009-06-08,186,1526,446,2009-06-08 07:22:00,2009-06-08 07:44:00,22
2816,2009-03-26,72,408,354,2009-03-26 04:19:00,2009-03-26 04:55:00,36
2817,2009-12-08,95,623,588,2009-12-08 16:38:00,2009-12-08 22:54:00,376
2818,2009-05-06,136,1030,323,2009-05-06 13:00:00,2009-05-06 13:20:00,20
2819,2009-06-01,7,64,583,2009-06-01 12:50:00,2009-06-02 02:01:00,791
2820,2009-11-16,163,1295,378,2009-11-16 02:54:00,2009-11-16 02:57:00,3
2821,2009-06-25,275,1842,538,2009-06-25 16:44:00,2009-06-25 16:54:00,10
2822,2009-07-31,30,294,387,2009-07-31 15:00:00,2009-07-31 15:35:00,35
2823,2009-06-12,238,2798,447,2009-06-12 06:19:00,2009-06-12 07:09:00,50
2824,2009-10-09,110,766,541,2009-10-09 11:15:00,2009-10-09 11:37:00,22
2825,2009-07-17,183,1498,408,2009-07-17 03:29:00,2009-07-17 03:55:00,26
2826,2009-10-30,173,1400,483,2009-10-30 15:48:00,2009-10-30 16:00:00,12
2827,2009-03-28,231,1777,514,2009-03-28 10:31:00,2009-03-28 10:56:00,25
2828,2009-11-20,107,735,497,2009-11-20 20:19:00,2009-11-20 20:36:00,17
2829,2009-08-14,118,847,539,2009-08-14 15:26:00,2009-08-14 15:58:00,32
2830,2009-12-14,138,1052,305,2009-12-14 04:57:00,2009-12-14 05:33:00,36
2831,2009-07-14,148,1147,455,2009-07-14 04:56:00,2009-07-14 04:58:00,2
2832,2009-08-29,19,186,415,2009-08-29 02:11:00,2009-08-29 02:37:00,26
2833,2009-09-17,16,155,373,2009-09-17 03:40:00,2009-09-17 04:15:00,35
2834,2009-04-16,28,281,421,2009-04-16 06:18:00,2009-04-16 06:58:00,40
2835,2009-04-20,102,695,347,2009-04-20 18:47:00,2009-04-20 19:09:00,22
2836,2009-03-27,28,279,442,2009-03-27 14:53:00,2009-03-27 15:52:00,59
2837,2009-01-30,89,575,363,2009-01-30 18:08:00,2009-01-30 18:24:00,16
2838,2009-08-12,278,2606,398,2009-08-12 12:40:00,2009-08-12 13:34:00,54
2839,2009-06-29,208,2429,313,2009-06-29 02:38:00,2009-06-29 03:21:00,43
2840,2009-12-17,253,2524,564,2009-12-17 04:44:00,2009-12-17 05:01:00,17
2841,2009-06-21,114,810,518,2009-06-21 10:41:00,2009-06-21 11:10:00,29
2842,2009-08-25,238,2805,585,2009-08-25 03:50:00,2009-08-25 14:25:00,635
2843,2009-05-12,36,1956,554,2009-05-12 03:42:00,2009-05-12 04:00:00,18
2844,2009-07-06,114,810,361,2009-07-06 16:09:00,2009-07-06 16:14:00,5
2845,2009-02-14,241,2809,380,2009-02-14 13:35:00,2009-02-14 14:32:00,57
2846,2009-04-02,233,1787,568,2009-04-02 18:58:00,2009-04-02 19:26:00,28
2847,2009-01-10,23,227,571,2009-01-10 09:25:00,2009-01-10 22:19:00,774
2848,2009-11-03,268,1828,551,2009-11-03 15:47:00,2009-11-03 16:18:00,31
2849,2009-05-02,75,433,494,2009-05-02 03:54:00,2009-05-02 04:12:00,18
2850,2009-03-16,149,1157,454,2009-03-16 09:56:00,2009-03-16 10:45:00,49
2851,2009-05-05,44,2026,511,2009-05-05 02:38:00,2009-05-05 03:29:00,51
2852,2009-11-29,157,1237,509,2009-11-29 09:37:00,2009-11-29 10:33:00,56
2853,2009-11-01,246,2168,365,2009-11-01 10:08:00,2009-11-01 10:18:00,10
2854,2009-12-03,110,766,314,2009-12-03 09:49:00,2009-12-03 10:04:00,15
2855,2009-04-20,244,2835,477,2009-04-20 11:34:00,2009-04-20 11:50:00,16
2856,2009-03-16,202,2078,421,2009-03-16 04:30:00,2009-03-16 04:31:00,1
2857,2009-03-26,12,115,516,2009-03-26 08:18:00,2009-03-26 08:50:00,32
2858,2009-05-07,218,1721,433,2009-05-07 11:51:00,2009-05-07 12:13:00,22
2859,2009-09-01,60,2708,294,2009-09-01 04:24:00,2009-09-01 05:20:00,56
2860,2009-06-14,77,453,490,2009-06-14 09:26:00,2009-06-14 10:07:00,41
2861,2009-06-27,166,1332,393,2009-06-27 08:05:00,2009-06-27 08:11:00,6
2862,2009-06-29,86,546,491,2009-06-29 02:14:00,2009-06-29 02:17:00,3
2863,2009-12-16,243,2828,439,2009-12-16 10:38:00,2009-12-16 10:48:00,10
2864,2009-11-15,297,1930,459,2009-11-15 16:08:00,2009-11-15 16:26:00,18
2865,2009-02-21,82,505,515,2009-02-21 02:46:00,2009-02-21 03:34:00,48
2866,2009-04-24,230,1768,360,2009-04-24 18:13:00,2009-04-24 18:19:00,6
2867,2009-05-16,1,3,520,2009-05-16 00:40:00,2009-05-16 00:45:00,5
2868,2009-12-09,265,2568,542,2009-12-09 02:41:00,2009-12-09 03:34:00,53
2869,2009-03-23,22,219,324,2009-03-23 04:23:00,2009-03-23 05:11:00,48
2870,2009-08-07,17,166,501,2009-08-07 18:10:00,2009-08-07 18:14:00,4
2871,2009-08-24,295,2276,503,2009-08-24 15:50:00,2009-08-24 16:38:00,48
2872,2009-08-14,146,1127,376,2009-08-14 10:40:00,2009-08-14 10:43:00,3
2873,2009-08-04,217,1719,505,2009-08-04 13:06:00,2009-08-04 13:53:00,47
2874,2009-05-19,94,615,547,2009-05-19 10:45:00,2009-05-19 11:14:00,29
2875,2009-07-09,304,2899,361,2009-07-09 03:24:00,2009-07-09 03:29:00,5
2876,2009-12-03,197,1634,399,2009-12-03 11:18:00,2009-12-03 11:23:00,5
2877,2009-04-28,10,101,579,2009-04-28 00:11:00,2009-04-28 15:36:00,925
2878,2009-06-21,211,1696,499,2009-06-21 09:58:00,2009-06-21 10:04:00,6
2879,2009-09-22,74,430,561,2009-09-22 03:34:00,2009-09-22 04:02:00,28
2880,2009-10-22,270,2581,592,2009-10-22 04:45:00,2009-10-22 06:04:00,79
2881,2009-06-04,54,2400,360,2009-06-04 18:24:00,2009-06-04 19:02:00,38
2882,2009-01-30,205,2104,496,2009-01-30 11:35:00,2009-01-30 12:12:00,37
2883,2009-12-22,14,137,429,2009-12-22 01:57:00,2009-12-22 02:13:00,16
2884,2009-02-06,191,1575,529,2009-02-06 07:10:00,2009-02-06 07:28:00,18
2885,2009-12-07,122,893,400,2009-12-07 07:05:00,2009-12-07 07:07:00,2
2886,2009-12-19,161,1275,576,2009-12-19 19:29:00,2009-12-19 23:49:00,260
2887,2009-10-16,196,1630,547,2009-10-16 20:55:00,2009-10-16 21:38:00,43
2888,2009-07-18,22,211,510,2009-07-18 09:18:00,2009-07-18 09:21:00,3
2889,2009-02-04,128,949,310,2009-02-04 11:23:00,2009-02-04 12:17:00,54
2890,2009-03-26,213,2108,313,2009-03-26 14:09:00,2009-03-26 14:37:00,28
2891,2009-07-30,53,2390,363,2009-07-30 10:46:00,2009-07-30 11:25:00,39
2892,2009-01-19,91,599,415,2009-01-19 06:52:00,2009-01-19 06:55:00,3
2893,2009-06-25,161,1279,395,2009-06-25 01:29:00,2009-06-25 01:58:00,29
2894,2009-07-12,140,1067,506,2009-07-12 16:15:00,2009-07-12 16:57:00,42
2895,2009-02-20,32,315,414,2009-02-20 11:44:00,2009-02-20 12:22:00,38
2896,2009-05-18,47,2329,380,2009-05-18 12:57:00,2009-05-18 13:00:00,3
2897,2009-10-02,214,2117,417,2009-10-02 00:23:00,2009-10-02 01:13:00,50
2898,2009-11-11,219,2779,557,2009-11-11 11:34:00,2009-11-11 11:43:00,9
2899,2009-06-03,4,35,486,2009-06-03 04:54:00,2009-06-03 05:40:00,46
2900,2009-04-23,23,229,377,2009-04-23 12:35:00,2009-04-23 12:58:00,23
2901,2009-01-03,111,772,480,2009-01-03 08:13:00,2009-01-03 09:11:00,58
2902,2009-08-18,49,2355,448,2009-08-18 03:09:00,2009-08-18 03:58:00,49
2903,2009-12-23,25,248,484,2009-12-23 00:58:00,2009-12-23 01:24:00,26
2904,2009-09-03,64,2740,448,2009-09-03 20:57:00,2009-09-03 21:04:00,7
2905,2009-01-16,78,471,521,2009-01-16 03:59:00,2009-01-16 04:04:00,5
2906,2009-12-06,248,2846,311,2009-12-06 12:44:00,2009-12-06 13:28:00,44
2907,2009-11-28,69,394,444,2009-11-28 13:20:00,2009-11-28 13:49:00,29
2908,2009-11-18,158,1245,501,2009-11-18 05:41:00,2009-11-18 06:09:00,28
2909,2009-11-26,44,2018,550,2009-11-26 06:14:00,2009-11-26 06:45:00,31
2910,2009-09-21,215,1703,386,2009-09-21 20:32:00,2009-09-21 21:28:00,56
2911,2009-02-06,123,900,538,2009-02-06 14:33:00,2009-02-06 15:28:00,55
2912,2009-07-12,115,813,567,2009-07-12 15:51:00,2009-07-12 16:48:00,57
2913,2009-05-25,126,928,467,2009-05-25 06:01:00,2009-05-25 06:22:00,21
2914,2009-08-05,89,574,547,2009-08-05 10:54:00,2009-08-05 11:46:00,52
2915,2009-06-03,169,1357,454,2009-06-03 19:02:00,2009-06-03 19:48:00,46
2916,2009-03-29,213,2105,368,2009-03-29 10:21:00,2009-03-29 10:41:00,20
2917,2009-02-13,283,1871,340,2009-02-13 20:37:00,2009-02-13 20:50:00,13
2918,2009-06-06,227,1761,525,2009-06-06 00:25:00,2009-06-06 00:51:00,26
2919,2009-03-07,52,2381,400,2009-03-07 04:19:00,2009-03-07 04:46:00,27
2920,2009-04-08,270,2581,483,2009-04-08 02:18:00,2009-04-08 02:47:00,29
2921,2009-02-27,134,1008,297,2009-02-27 07:02:00,2009-02-27 07:21:00,19
2922,2009-06-02,214,2121,514,2009-06-02 05:55:00,2009-06-02 06:45:00,50
2923,2009-04-17,103,706,406,2009-04-17 09:14:00,2009-04-17 09:32:00,18
2924,2009-09-24,161,1275,345,2009-09-24 19:28:00,2009-09-24 20:17:00,49
2925,2009-10-12,202,2083,453,2009-10-12 19:06:00,2009-10-12 19:30:00,24
2926,2009-12-28,22,219,580,2009-12-28 00:00:00,2009-12-28 12:53:00,773
2927,2009-07-17,60,2702,293,2009-07-17 03:33:00,2009-07-17 03:55:00,22
2928,2009-07-08,208,2434,461,2009-07-08 12:07:00,2009-07-08 12:18:00,11
2929,2009-12-16,259,2199,521,2009-12-16 15:48:00,2009-12-16 15:56:00,8
2930,2009-08-21,298,1937,310,2009-08-21 18:43:00,2009-08-21 19:06:00,23
2931,2009-06-19,217,1711,565,2009-06-19 15:18:00,2009-06-19 15:46:00,28
2932,2009-01-04,217,1713,383,2009-01-04 13:46:00,2009-01-04 14:39:00,53
2933,2009-12-09,17,165,433,2009-12-09 02:22:00,2009-12-09 03:09:00,47
2934,2009-07-29,23,223,433,2009-07-29 17:35:00,2009-07-29 18:32:00,57
2935,2009-12-05,227,1757,336,2009-12-05 13:29:00,2009-12-05 13:36:00,7
2936,2009-04-05,23,227,384,2009-04-05 09:34:00,2009-04-05 10:14:00,40
2937,2009-12-28,111,781,467,2009-12-28 19:48:00,2009-12-28 20:32:00,44
2938,2009-12-18,77,457,364,2009-12-18 16:46:00,2009-12-18 17:07:00,21
2939,2009-02-24,69,398,514,2009-02-24 18:15:00,2009-02-24 18:18:00,3
2940,2009-01-23,182,1486,528,2009-01-23 19:19:00,2009-01-23 19:25:00,6
2941,2009-10-11,173,1399,362,2009-10-11 05:31:00,2009-10-11 06:17:00,46
2942,2009-05-01,57,345,530,2009-05-01 08:36:00,2009-05-01 08:46:00,10
2943,2009-08-17,232,2476,551,2009-08-17 18:13:00,2009-08-17 18:41:00,28
2944,2009-12-15,39,1985,495,2009-12-15 06:07:00,2009-12-15 06:48:00,41
2945,2009-04-14,211,1698,481,2009-04-14 14:45:00,2009-04-14 15:06:00,21
2946,2009-03-07,185,1517,312,2009-03-07 09:15:00,2009-03-07 10:06:00,51
2947,2009-08-13,259,2202,411,2009-08-13 00:38:00,2009-08-13 01:34:00,56
2948,2009-05-15,125,919,508,2009-05-15 14:37:00,2009-05-15 15:09:00,32
2949,2009-04-21,53,2388,359,2009-04-21 03:37:00,2009-04-21 03:48:00,11
2950,2009-09-15,207,1678,349,2009-09-15 17:21:00,2009-09-15 18:15:00,54
2951,2009-11-20,157,1236,416,2009-11-20 09:42:00,2009-11-20 10:29:00,47
2952,2009-12-25,196,1631,403,2009-12-25 13:07:00,2009-12-25 13:42:00,35
2953,2009-09-15,276,1851,538,2009-09-15 13:50:00,2009-09-15 14:37:00,47
2954,2009-10-02,137,1038,411,2009-10-02 13:07:00,2009-10-02 13:55:00,48
2955,2009-02-22,114,801,294,2009-02-22 18:48:00,2009-02-22 18:56:00,8
2956,2009-02-05,218,1724,372,2009-02-05 00:23:00,2009-02-05 00:31:00,8
2957,2009-04-21,51,2368,350,2009-04-21 03:39:00,2009-04-21 03:56:00,17
2958,2009-10-10,113,794,406,2009-10-10 19:01:00,2009-10-10 19:14:00,13
2959,2009-06-09,176,1423,383,2009-06-09 08:59:00,2009-06-09 09:02:00,3
2960,2009-04-17,244,2838,460,2009-04-17 10:19:00,2009-04-17 11:01:00,42
2961,2009-04-06,112,791,578,2009-04-06 16:40:00,2009-04-06 23:47:00,427
2962,2009-10-27,7,68,428,2009-10-27 02:20:00,2009-10-27 02:42:00,22
2963,2009-08-26,66,366,485,2009-08-26 07:00:00,2009-08-26 07:37:00,37
2964,2009-04-16,214,2115,438,2009-04-16 15:34:00,2009-04-16 15:40:00,6
2965,2009-09-09,88,566,565,2009-09-09 02:51:00,2009-09-09 03:34:00,43
2966,2009-10-07,100,674,443,2009-10-07 09:17:00,2009-10-07 09:25:00,8
2967,2009-12-16,77,462,386,2009-12-16 13:15:00,2009-12-16 13:17:00,2
2968,2009-01-06,143,1095,474,2009-01-06 20:30:00,2009-01-06 20:43:00,13
2969,2009-05-26,182,1487,375,2009-05-26 11:25:00,2009-05-26 12:02:00,37
2970,2009-01-30,197,1638,472,2009-01-30 20:21:00,2009-01-30 21:02:00,41
2971,2009-08-18,206,2420,519,2009-08-18 02:51:00,2009-08-18 03:11:00,20
2972,2009-06-11,40,1995,392,2009-06-11 11:49:00,2009-06-11 12:23:00,34
2973,2009-09-01,257,2542,377,2009-09-01 19:05:00,2009-09-01 19:40:00,35
2974,2009-01-19,138,1054,519,2009-01-19 15:46:00,2009-01-19 16:00:00,14
